# OSD-522 shoot proteome — SOL/MEM reconciliation
# proteins seen in both fractions; the row with the smaller adjusted p-value was kept
accession	gene	kept_fraction	kept_log2fc	kept_adj_p	dropped
Q9SCU1	PATL6	MEM	0.3900	0.04647	SOL log2fc=-0.180 adj_p=0.0857
Q9SCV8	BGAL4	MEM	0.5600	0.05309	SOL log2fc=0.250 adj_p=0.564
Q9SCW1	BGAL1	MEM	0.1300	0.06377	SOL log2fc=-0.140 adj_p=0.31
Q9SCX3	At5g19510	MEM	2.1000	0.009062	SOL log2fc=-0.070 adj_p=0.165
Q9SCX9	DHAPRD	SOL	-0.5500	0.1662	MEM log2fc=0.020 adj_p=0.939
Q9SCY0	PGMP	SOL	-0.1300	0.1078	MEM log2fc=-0.070 adj_p=0.287
Q9SCY2	FKBP13	SOL	0.2300	0.4073	MEM log2fc=-0.320 adj_p=0.651
Q9SCY3	PNSL4	MEM	-1.3200	0.008511	SOL log2fc=-0.510 adj_p=0.158
Q9SD66	F13I12.120	MEM	1.4300	0.02517	SOL log2fc=-0.330 adj_p=0.98
Q9SD73	F13I12.50	MEM	0.0800	0.3968	SOL log2fc=0.090 adj_p=0.436
Q9SD76	PHS2	SOL	-0.3300	0.05653	MEM log2fc=0.140 adj_p=0.0609
Q9SD78	F13G24.260	MEM	0.2500	0.2847	SOL log2fc=0.140 adj_p=0.31
Q9SDM9	NSP1	MEM	1.0300	0.035	SOL log2fc=0.770 adj_p=0.0866
Q9SDS7	VHA-C	SOL	0.1000	0.05166	MEM log2fc=0.100 adj_p=0.174
Q9SE45	ANN3	MEM	-0.2000	0.1512	SOL log2fc=-0.150 adj_p=0.177
Q9SE50	BGLU18	SOL	-1.5500	0.0236	MEM log2fc=-1.450 adj_p=0.0299
Q9SE60	MTHFR1	MEM	0.4500	0.008879	SOL log2fc=-0.220 adj_p=0.0748
Q9SE83	DRP2A	MEM	-0.3200	0.01953	SOL log2fc=-0.450 adj_p=0.025
Q9SE96	FIP1	MEM	0.4000	0.01913	SOL log2fc=0.520 adj_p=0.0397
Q9SEE5	GAL1	MEM	0.3100	0.04169	SOL log2fc=-0.020 adj_p=0.493
Q9SEH3	RABD2C	SOL	0.2500	0.06575	MEM log2fc=0.350 adj_p=0.121
Q9SEI2	RPT5A	MEM	0.7700	0.01901	SOL log2fc=-0.050 adj_p=0.612
Q9SEI3	RPT4A	MEM	-0.4500	0.05499	SOL log2fc=-0.110 adj_p=0.112
Q9SEI4	RPT3	MEM	-0.3300	0.03912	SOL log2fc=-0.020 adj_p=0.49
Q9SEL6	VTI11	MEM	0.4600	0.01953	SOL log2fc=-0.080 adj_p=0.958
Q9SEU6	At3g15360	MEM	-0.5600	0.224	SOL log2fc=-0.010 adj_p=0.46
Q9SEU8	TRXM2	SOL	0.5000	0.2107	MEM log2fc=-0.130 adj_p=0.908
Q9SF16	CCT7	MEM	0.2900	0.005604	SOL log2fc=0.070 adj_p=0.88
Q9SF20	F26K24.7	MEM	1.9900	0.00366	SOL log2fc=0.450 adj_p=0.269
Q9SF40	RPL4A	SOL	0.1900	0.2625	MEM log2fc=-0.090 adj_p=0.529
Q9SF53	RPL35A	SOL	0.5700	0.04442	MEM log2fc=-0.080 adj_p=0.433
Q9SF85	ADK1	MEM	0.4200	0.0658	SOL log2fc=0.010 adj_p=0.905
Q9SFH9	HEMB1	SOL	0.1700	0.1614	MEM log2fc=-0.080 adj_p=0.722
Q9SFU0	At3g07100	MEM	-0.4500	0.04321	SOL log2fc=-0.740 adj_p=0.0466
Q9SFU1	RPL13AA	MEM	-0.3200	0.1028	SOL log2fc=0.250 adj_p=0.182
Q9SG80	ASD1	MEM	1.3400	0.01317	SOL log2fc=0.720 adj_p=0.0245
Q9SGC1	At1g70730	MEM	-0.5200	0.01021	SOL log2fc=-0.020 adj_p=0.911
Q9SGD6	ADT6	MEM	-1.1600	0.01153	SOL log2fc=-0.430 adj_p=0.0991
Q9SGE9	At1g72550	SOL	-0.4100	0.1295	MEM log2fc=-0.120 adj_p=0.266
Q9SGH4	PNSL3	MEM	-1.2500	0.01438	SOL log2fc=-0.170 adj_p=0.173
Q9SGH6	DOX1	MEM	1.0700	0.002303	SOL log2fc=0.780 adj_p=0.0867
Q9SGR6	sks5	MEM	0.9400	0.04098	SOL log2fc=0.000 adj_p=0.81
Q9SGS4	CDSP32	SOL	0.0400	0.5351	MEM log2fc=-0.160 adj_p=0.83
Q9SGT7	NOP56	SOL	-0.1000	0.208	MEM log2fc=0.000 adj_p=0.945
Q9SGW3	RPN12A	MEM	1.1800	0.003642	SOL log2fc=-0.070 adj_p=0.65
Q9SGW5	At1g64500	MEM	0.7100	0.05423	SOL log2fc=-0.530 adj_p=0.0632
Q9SGY2	ACLA-1	MEM	0.2400	0.05214	SOL log2fc=-0.030 adj_p=0.303
Q9SGZ5	BXL7	SOL	0.3600	0.03071	MEM log2fc=-0.330 adj_p=0.248
Q9SH69	PGD1	MEM	0.2700	0.02612	SOL log2fc=0.150 adj_p=0.403
Q9SHE8	PSAF	MEM	-1.2500	0.01823	SOL log2fc=-0.780 adj_p=0.401
Q9SHH6	GSTU24	MEM	0.8100	0.01933	SOL log2fc=0.880 adj_p=0.0625
Q9SHH7	GSTU25	MEM	0.2300	0.05642	SOL log2fc=0.410 adj_p=0.166
Q9SHI1	At1g17220	MEM	0.9400	0.01046	SOL log2fc=-0.020 adj_p=0.366
Q9SHP0	PSAT2	SOL	0.1200	0.1111	MEM log2fc=-0.110 adj_p=0.602
Q9SI20	At2g18110	MEM	0.9700	0.01638	SOL log2fc=-0.100 adj_p=0.212
Q9SI75	CPEFG	SOL	-0.2400	0.07551	MEM log2fc=-0.080 adj_p=0.762
Q9SI96	At2g28720	MEM	-0.6800	0.03392	SOL log2fc=-0.150 adj_p=0.214
Q9SIB9	ACO3	MEM	0.4800	0.02266	SOL log2fc=0.190 adj_p=0.251
Q9SID0	At2g31390	SOL	0.3200	0.3716	MEM log2fc=0.020 adj_p=0.991
Q9SIE1	PAT	SOL	-0.3100	0.009254	MEM log2fc=-0.490 adj_p=0.0374
Q9SIE7	PLAT2	MEM	0.4600	0.008298	SOL log2fc=0.860 adj_p=0.0794
Q9SIF2	HSP90-5	SOL	-0.0800	0.2728	MEM log2fc=-0.090 adj_p=0.492
Q9SIH0	RPS14A	SOL	0.2900	0.1172	MEM log2fc=-0.150 adj_p=0.132
Q9SII8	DSK2B	MEM	0.3800	0.145	SOL log2fc=-0.030 adj_p=0.566
Q9SII9	DSK2A	SOL	-0.2100	0.1072	MEM log2fc=0.170 adj_p=0.695
Q9SIM4	RPL14A	SOL	0.3500	0.2789	MEM log2fc=-0.150 adj_p=0.411
Q9SIN5	COR15B	MEM	-0.4400	0.1187	SOL log2fc=0.170 adj_p=0.602
Q9SIP1	UP3	MEM	-0.3100	0.04076	SOL log2fc=0.020 adj_p=0.925
Q9SIU0	NAD-ME1	MEM	-0.7300	0.03859	SOL log2fc=0.000 adj_p=0.54
Q9SIU2	ABH1	SOL	-0.1800	0.1172	MEM log2fc=0.070 adj_p=0.195
Q9SIU8	PPC3-1.2	MEM	0.6700	0.03213	SOL log2fc=-0.230 adj_p=0.0644
Q9SIV0	SUR1	MEM	-0.5800	0.02686	SOL log2fc=-1.240 adj_p=0.0427
Q9SIV2	RPN1A	MEM	0.1800	0.009026	SOL log2fc=-0.030 adj_p=0.689
Q9SIV9	PAP10	SOL	0.5700	0.1499	MEM log2fc=-0.290 adj_p=0.381
Q9SIZ2	At2g40290	MEM	0.1500	0.03915	SOL log2fc=-0.150 adj_p=0.0588
Q9SJ12	At2g21870	SOL	0.9000	0.08924	MEM log2fc=0.140 adj_p=0.185
Q9SJ13	At2g21860	MEM	-0.6500	0.009593	SOL log2fc=-0.010 adj_p=0.769
Q9SJ44	UEV1C	SOL	0.0600	0.3222	MEM log2fc=-0.090 adj_p=0.392
Q9SJ62	WDL4	MEM	1.0800	0.004693	SOL log2fc=0.080 adj_p=0.478
Q9SJ66	SPP2	SOL	-0.3000	0.2423	MEM log2fc=0.130 adj_p=0.477
Q9SJ81	FLA7	MEM	1.4300	0.003642	SOL log2fc=0.160 adj_p=0.416
Q9SJ89	FTRC	SOL	0.2300	0.438	MEM log2fc=-0.230 adj_p=0.774
Q9SJB9	At2g04520	SOL	-0.2100	0.1804	MEM log2fc=0.040 adj_p=0.755
Q9SJE1	CHLD	MEM	-0.4100	0.02501	SOL log2fc=-0.260 adj_p=0.042
Q9SJH7	CSY3	SOL	0.2000	0.1101	MEM log2fc=-0.030 adj_p=0.782
Q9SJL8	METK3	MEM	0.3700	0.02628	SOL log2fc=0.150 adj_p=0.639
Q9SJM7	URH1	SOL	-0.2200	0.1873	MEM log2fc=-0.100 adj_p=0.408
Q9SJQ9	FBA6	MEM	0.2500	0.2064	SOL log2fc=0.060 adj_p=0.21
Q9SJT9	At2g21390	MEM	-0.6800	0.01178	SOL log2fc=-0.460 adj_p=0.0896
Q9SJU4	FBA1	SOL	-0.4200	0.4772	MEM log2fc=-0.050 adj_p=0.822
Q9SJU9	GC1	MEM	-0.4400	0.0069	SOL log2fc=-0.090 adj_p=0.273
Q9SJZ7	DJA6	SOL	-0.2600	0.07716	MEM log2fc=0.070 adj_p=0.354
Q9SK39	MP3	SOL	0.2100	0.4062	MEM log2fc=-0.070 adj_p=0.887
Q9SK66	At2g20360	MEM	-0.4200	0.1431	SOL log2fc=-0.160 adj_p=0.17
Q9SK74	At2g20280	SOL	-0.0900	0.4398	MEM log2fc=0.020 adj_p=0.955
Q9SKC1	UGT74C1	MEM	-1.2100	0.008601	SOL log2fc=-1.490 adj_p=0.0234
Q9SKC5	UGT74D1	MEM	0.2800	0.02899	SOL log2fc=0.190 adj_p=0.533
Q9SKI0	At2g10940	MEM	-0.5300	0.08847	SOL log2fc=0.820 adj_p=0.219
Q9SKI2	VPS2.1	SOL	-0.0800	0.3571	MEM log2fc=0.000 adj_p=0.975
Q9SKK4	GSL-OH	SOL	-0.2800	0.2311	MEM log2fc=0.200 adj_p=0.243
Q9SKP6	TIM	MEM	0.2000	0.34	SOL log2fc=0.150 adj_p=0.567
Q9SKQ0	CYP19-2	MEM	0.6600	0.05187	SOL log2fc=-0.340 adj_p=0.494
Q9SKT0	THF1	SOL	-0.1800	0.03228	MEM log2fc=-0.100 adj_p=0.759
Q9SKU1	At2g20760	MEM	-0.2100	0.2202	SOL log2fc=-0.070 adj_p=0.869
Q9SKX4	RPL3A	SOL	0.7000	0.1536	MEM log2fc=-0.030 adj_p=0.781
Q9SKZ0	At2g32090	SOL	-0.0400	0.3545	MEM log2fc=-0.110 adj_p=0.611
Q9SKZ1	PURA1	MEM	-0.4500	0.03225	SOL log2fc=0.020 adj_p=0.709
Q9SKZ3	RPS12C	MEM	1.0600	0.01065	SOL log2fc=0.130 adj_p=0.237
Q9SL09	At2g05580	MEM	0.7100	0.194	SOL log2fc=1.570 adj_p=0.27
Q9SL15	GRP3	MEM	0.6200	0.04203	SOL log2fc=-0.050 adj_p=0.88
Q9SL42	PIN1	SOL	0.1900	0.2072	MEM log2fc=-0.170 adj_p=0.305
Q9SL48	SLY1	MEM	0.3900	0.08204	SOL log2fc=-0.350 adj_p=0.11
Q9SL96	At2g25670	SOL	-0.0900	0.1929	MEM log2fc=-0.180 adj_p=0.352
Q9SLA8	MOD1	MEM	0.3800	0.1261	SOL log2fc=0.210 adj_p=0.16
Q9SLF7	RPP2B	MEM	5.1200	0.007351	SOL log2fc=0.320 adj_p=0.233
Q9SLI4	F20D21.31	MEM	-0.7200	0.04552	SOL log2fc=0.880 adj_p=0.0962
Q9SLJ2	HIRD11	MEM	0.4000	0.2903	SOL log2fc=0.030 adj_p=0.867
Q9SLL7	RPL31A	SOL	0.8900	0.08606	MEM log2fc=-0.080 adj_p=0.217
Q9SLM4	At2g40980	MEM	-0.2200	0.171	SOL log2fc=-0.210 adj_p=0.194
Q9SLV3	ZW9	MEM	0.4100	0.09107	SOL log2fc=0.200 adj_p=0.172
Q9SMN0	CXE12	MEM	0.1100	0.2071	SOL log2fc=0.010 adj_p=0.883
Q9SMQ6	RABA4B	MEM	-0.2700	0.03584	SOL log2fc=0.440 adj_p=0.141
Q9SMT7	AAE3	MEM	0.7500	0.01061	SOL log2fc=0.590 adj_p=0.0454
Q9SMV6	XPO1	MEM	0.1100	0.5734	SOL log2fc=-0.050 adj_p=0.707
Q9SMW7	BTF3	MEM	0.4400	0.1757	SOL log2fc=0.060 adj_p=0.575
Q9SN86	At3g47520	SOL	0.2700	0.09652	MEM log2fc=0.140 adj_p=0.384
Q9SN95	UXS5	SOL	0.1600	0.1446	MEM log2fc=-0.040 adj_p=0.496
Q9SP02	CYP20-1	MEM	0.1900	0.2149	SOL log2fc=0.020 adj_p=0.572
Q9SPE5	GSNAP	MEM	1.5100	0.003642	SOL log2fc=-0.010 adj_p=0.443
Q9SPE6	ASNAP2	MEM	0.3500	0.01679	SOL log2fc=-0.150 adj_p=0.0466
Q9SPK5	THFS	MEM	0.1800	0.06196	SOL log2fc=0.010 adj_p=0.841
Q9SQI8	LTA2	MEM	0.9600	0.0375	SOL log2fc=0.290 adj_p=0.142
Q9SQT8	EMB3004	SOL	-0.1400	0.1817	MEM log2fc=0.020 adj_p=0.629
Q9SR19	RAF1.2	MEM	0.4600	0.04517	SOL log2fc=-0.390 adj_p=0.0574
Q9SR33	ORP3B	MEM	0.1400	0.2434	SOL log2fc=-0.230 adj_p=0.321
Q9SR36	GSTU8	MEM	0.4200	0.02244	SOL log2fc=0.660 adj_p=0.141
Q9SR37	BGLU23	MEM	0.5200	0.04208	SOL log2fc=0.440 adj_p=0.0462
Q9SR59	MDAR3	SOL	-0.3000	0.1101	MEM log2fc=-0.170 adj_p=0.346
Q9SR67	T22K18.16	MEM	0.9900	0.02133	SOL log2fc=0.810 adj_p=0.0366
Q9SR70	FKBP16-4	MEM	-0.5500	0.1586	SOL log2fc=0.230 adj_p=0.654
Q9SRD4	IGMT5	MEM	0.1400	0.004436	SOL log2fc=0.210 adj_p=0.659
Q9SRG3	PDIL1-2	MEM	0.4000	0.03093	SOL log2fc=0.020 adj_p=0.355
Q9SRI1	SEC13A	SOL	-0.0700	0.2259	MEM log2fc=-0.090 adj_p=0.292
Q9SRR8	F21O3.19	MEM	-0.3200	0.07424	SOL log2fc=0.450 adj_p=0.175
Q9SRT9	RGP1	SOL	0.7900	0.1917	MEM log2fc=0.120 adj_p=0.242
Q9SRV5	MS2	MEM	-0.8000	0.009375	SOL log2fc=-0.920 adj_p=0.0177
Q9SRX2	RPL19A	SOL	-0.3500	0.07667	MEM log2fc=0.230 adj_p=0.856
Q9SRY5	GSTF7	MEM	0.8000	0.031	SOL log2fc=-0.270 adj_p=0.872
Q9SRZ6	CICDH	MEM	0.5700	0.06023	SOL log2fc=0.260 adj_p=0.161
Q9SSA5	CYP38	SOL	-0.5100	0.02367	MEM log2fc=-0.040 adj_p=0.923
Q9SSB5	RPT1A	MEM	-0.1400	0.05309	SOL log2fc=-0.090 adj_p=0.182
Q9SSB8	COX5B-2	MEM	-0.5000	0.1763	SOL log2fc=0.080 adj_p=0.686
Q9SSD2	PRP8A	MEM	-0.7200	0.009449	SOL log2fc=-0.340 adj_p=0.0551
Q9SSE7	ADT2	MEM	-0.1600	0.07442	SOL log2fc=0.010 adj_p=0.757
Q9SSG3	HIPL1	MEM	1.2000	0.002789	SOL log2fc=0.850 adj_p=0.0758
Q9SSK5	MLP43	SOL	-0.2200	0.04607	MEM log2fc=-0.140 adj_p=0.681
Q9SSK7	MLP34	MEM	0.1900	0.0161	SOL log2fc=0.350 adj_p=0.0454
Q9SSK9	MLP28	MEM	0.8500	0.03074	SOL log2fc=0.980 adj_p=0.137
Q9SSL0	At1g70820	SOL	-0.5900	0.04085	MEM log2fc=0.250 adj_p=0.13
Q9SSP5	TS2	MEM	-0.3700	0.01209	SOL log2fc=-0.250 adj_p=0.0764
Q9SSS7	At1g52730	MEM	0.2800	0.03079	SOL log2fc=-0.220 adj_p=0.283
Q9SSS9	ATPD	MEM	-0.5000	0.04778	SOL log2fc=-0.220 adj_p=0.134
Q9STF2	PTAC16	MEM	0.3700	0.1151	SOL log2fc=-0.430 adj_p=0.191
Q9STG9	ASE2	SOL	0.3400	0.1429	MEM log2fc=0.000 adj_p=0.696
Q9STS1	ALDH10A9	MEM	-0.3500	0.1697	SOL log2fc=0.080 adj_p=0.553
Q9STS7	CHL	MEM	0.2200	0.547	SOL log2fc=0.260 adj_p=0.684
Q9STT3	T23J7.130	MEM	-0.6300	0.04889	SOL log2fc=-0.070 adj_p=0.856
Q9STW6	HSP70-6	SOL	-0.0200	0.3552	MEM log2fc=-0.130 adj_p=0.538
Q9STX2	VEP1	MEM	0.7800	0.01625	SOL log2fc=0.000 adj_p=0.748
Q9STX5	HSP90-7	MEM	-0.4300	0.00425	SOL log2fc=0.010 adj_p=0.764
Q9STY4	PYRR	MEM	-0.2600	0.01658	SOL log2fc=-0.270 adj_p=0.0454
Q9SU13	FLA2	MEM	1.9900	0.002757	SOL log2fc=0.300 adj_p=0.233
Q9SU40	SKU5	MEM	0.2800	0.04038	SOL log2fc=0.180 adj_p=0.219
Q9SU63	ALDH2B4	MEM	0.4900	0.03586	SOL log2fc=0.100 adj_p=0.192
Q9SU81	At4g29700	MEM	-1.1500	0.004436	SOL log2fc=-0.530 adj_p=0.0403
Q9SU82	At4g29690	MEM	-0.1500	0.1221	SOL log2fc=0.090 adj_p=0.749
Q9SU93	At4g29520	MEM	-0.5000	0.006531	SOL log2fc=0.070 adj_p=0.638
Q9SU94	PRMT11	MEM	-0.4400	0.1747	SOL log2fc=-0.650 adj_p=0.254
Q9SUA1	DEK3	MEM	-0.3500	0.1832	SOL log2fc=-0.020 adj_p=0.908
Q9SUB2	At4g21020	MEM	1.3400	0.0333	SOL log2fc=1.950 adj_p=0.05
Q9SUC6	FAD-OXR	SOL	0.8800	0.0234	MEM log2fc=0.140 adj_p=0.0306
Q9SUQ8	DIR6	SOL	0.3700	0.1844	MEM log2fc=-0.210 adj_p=0.379
Q9SUQ9	At4g23680	SOL	0.9100	0.02496	MEM log2fc=0.370 adj_p=0.0625
Q9SUR0	At4g23670	SOL	0.2600	0.1041	MEM log2fc=-0.120 adj_p=0.869
Q9SUR3	RTNLB1	MEM	-0.1400	0.1923	SOL log2fc=-0.580 adj_p=0.308
Q9SUR6	CORI3	MEM	-1.0000	0.03313	SOL log2fc=-0.440 adj_p=0.404
Q9SUR9	SGT1A	MEM	0.1400	0.2994	SOL log2fc=0.000 adj_p=0.423
Q9SUS3	BETAB-AD	MEM	-0.3800	0.03852	SOL log2fc=-0.850 adj_p=0.155
Q9SUT2	PER39	SOL	0.8400	0.02447	MEM log2fc=-0.460 adj_p=0.261
Q9SUT5	SGT1B	MEM	0.2700	0.01946	SOL log2fc=0.070 adj_p=0.219
Q9SV21	At4g31480	MEM	-0.4500	0.04451	SOL log2fc=-0.270 adj_p=0.293
Q9SVA6	DRG3	SOL	-0.1800	0.1247	MEM log2fc=0.070 adj_p=0.657
Q9SVG4	At4g20830	MEM	0.3100	0.01658	SOL log2fc=0.570 adj_p=0.0819
Q9SVN5	At4g13780	MEM	0.4100	0.04422	SOL log2fc=-0.200 adj_p=0.096
Q9SVP6	PRR2	MEM	0.0000	0.5235	SOL log2fc=0.250 adj_p=0.778
Q9SVQ9	At4g13180	MEM	1.0700	0.003642	SOL log2fc=0.780 adj_p=0.131
Q9SVR0	RPL13AC	MEM	-0.4100	0.0205	SOL log2fc=-0.110 adj_p=0.172
Q9SW09	RPS10A	SOL	-0.1100	0.1596	MEM log2fc=-0.130 adj_p=0.47
Q9SW18	CHLM	MEM	-0.7800	0.02559	SOL log2fc=0.010 adj_p=0.665
Q9SW33	At4g24930	MEM	0.5200	0.08013	SOL log2fc=-0.110 adj_p=0.24
Q9SW43	T11I11.160	SOL	-0.4600	0.05004	MEM log2fc=-0.380 adj_p=0.0605
Q9SW96	SYNC1	MEM	0.2300	0.07511	SOL log2fc=-0.130 adj_p=0.317
Q9SWG0	IVD	SOL	0.5400	0.04658	MEM log2fc=0.310 adj_p=0.258
Q9SX68	RPL18	SOL	0.3900	0.1145	MEM log2fc=-0.190 adj_p=0.349
Q9SX77	SDH5	SOL	0.2200	0.5146	MEM log2fc=0.060 adj_p=0.542
Q9SXC0	At1g59960	SOL	-0.4800	0.0236	MEM log2fc=-0.580 adj_p=0.0307
Q9SXE9	At1g62480	SOL	1.4000	0.09643	MEM log2fc=-0.360 adj_p=0.301
Q9SXJ7	CLPC2	MEM	-0.8600	0.006769	SOL log2fc=-0.050 adj_p=0.441
Q9SXS7	CYSD2	MEM	0.1700	0.1697	SOL log2fc=-0.020 adj_p=0.613
Q9SYB8	F11M15.2	MEM	-0.0800	0.1424	SOL log2fc=-0.260 adj_p=0.185
Q9SYG5	ATEXO70D2	MEM	-0.2300	0.0154	SOL log2fc=-0.210 adj_p=0.0736
Q9SYG7	ALDH7B4	MEM	0.9200	0.01078	SOL log2fc=0.590 adj_p=0.0519
Q9SYI5	At4g01870	MEM	0.5500	0.04511	SOL log2fc=0.050 adj_p=0.972
Q9SYM5	RHM1	SOL	-0.2100	0.09086	MEM log2fc=0.010 adj_p=0.972
Q9SYP1	BRR2A	MEM	-0.7500	0.003285	SOL log2fc=-0.240 adj_p=0.0991
Q9SYP2	PFP-ALPHA1	MEM	0.3400	0.008877	SOL log2fc=-0.020 adj_p=0.774
Q9SYT0	ANN1	MEM	0.3200	0.1041	SOL log2fc=0.210 adj_p=0.279
Q9SZ11	GDPDL3	MEM	0.7500	0.01939	SOL log2fc=0.220 adj_p=0.056
Q9SZ30	HISN4	MEM	-0.4100	0.06254	SOL log2fc=0.180 adj_p=0.154
Q9SZ51	ENODL15	MEM	0.7800	0.0556	SOL log2fc=0.280 adj_p=0.14
Q9SZ83	At4g09670	SOL	0.2600	0.04788	MEM log2fc=0.040 adj_p=0.868
Q9SZA3	TIF3K1	MEM	0.6500	0.04963	SOL log2fc=-0.390 adj_p=0.146
Q9SZB2	TIC22	MEM	-0.5700	0.004436	SOL log2fc=0.200 adj_p=0.143
Q9SZD6	PETs	MEM	0.2800	0.1591	SOL log2fc=-0.050 adj_p=0.246
Q9SZE1	At4g29120	MEM	0.4900	0.06402	SOL log2fc=-0.110 adj_p=0.212
Q9SZE4	VPS32.2	MEM	-0.1300	0.6855	SOL log2fc=0.030 adj_p=0.859
Q9SZE7	PER51	SOL	1.1200	0.02501	MEM log2fc=0.450 adj_p=0.144
Q9SZE9	At4g37550	MEM	-0.6200	0.01479	SOL log2fc=0.520 adj_p=0.14
Q9SZJ5	SHM1	SOL	-0.2000	0.1283	MEM log2fc=-0.180 adj_p=0.589
Q9SZN1	VHA-B2	MEM	0.5900	0.01256	SOL log2fc=0.360 adj_p=0.0911
Q9SZV0	RNC1	MEM	-0.4900	0.01445	SOL log2fc=-0.270 adj_p=0.0927
Q9T024	At4g39150	MEM	0.4700	0.01357	SOL log2fc=-0.190 adj_p=0.236
Q9T030	PCBER1	SOL	-0.3500	0.1482	MEM log2fc=-0.090 adj_p=0.377
Q9T034	At4g39280	MEM	0.7700	0.00971	SOL log2fc=-0.200 adj_p=0.0421
Q9T043	RPL14B	MEM	0.3400	0.1104	SOL log2fc=0.240 adj_p=0.299
Q9T053	PLDGAMMA1	SOL	-0.5900	0.07776	MEM log2fc=-0.020 adj_p=0.806
Q9T074	PCK1	MEM	0.8800	0.01256	SOL log2fc=0.210 adj_p=0.133
Q9T076	At4g27520	MEM	1.2900	0.02858	SOL log2fc=0.190 adj_p=0.0871
Q9T0A0	LACS4	MEM	0.2200	0.07895	SOL log2fc=-0.200 adj_p=0.0843
Q9T0A4	ndhS	MEM	-0.8300	0.02669	SOL log2fc=-0.150 adj_p=0.702
Q9T0I9	At4g38810	MEM	0.8600	0.01284	SOL log2fc=0.100 adj_p=0.355
Q9T0K5	LRX3	MEM	-1.0100	0.03446	SOL log2fc=-0.260 adj_p=0.192
Q9T0K7	At4g13360	MEM	-0.3600	0.1315	SOL log2fc=-0.030 adj_p=0.751
Q9T0P4	GLU2	SOL	0.3400	0.04026	MEM log2fc=-0.400 adj_p=0.194
Q9XEE2	ANN2	MEM	1.1400	0.007923	SOL log2fc=0.430 adj_p=0.13
Q9XEX2	PRXIIB	MEM	1.3200	0.06098	SOL log2fc=0.300 adj_p=0.137
Q9XF89	LHCB5	MEM	-1.0500	0.02276	SOL log2fc=-1.090 adj_p=0.156
Q9XFH8	At3g02730	SOL	-0.4800	0.1631	MEM log2fc=-0.190 adj_p=0.879
Q9XFH9	At5g16400	MEM	-0.1900	0.7741	SOL log2fc=-0.070 adj_p=0.878
Q9XFS7	LTP5	SOL	0.5900	0.04085	MEM log2fc=0.080 adj_p=0.934
Q9XFT3	PSBQ1	SOL	0.3400	0.1467	MEM log2fc=0.080 adj_p=0.702
Q9XGM1	VHA-D	MEM	0.7500	0.01046	SOL log2fc=0.220 adj_p=0.0242
Q9XI01	PDIL1-1	MEM	0.3700	0.009761	SOL log2fc=0.190 adj_p=0.257
Q9XI10	At1g21680	MEM	1.3500	0.008387	SOL log2fc=0.110 adj_p=0.0463
Q9XI11	At1g21670	MEM	1.0700	0.01756	SOL log2fc=0.360 adj_p=0.0409
Q9XI19	PTAC6	MEM	-0.3000	0.01049	SOL log2fc=-0.150 adj_p=0.0978
Q9XI22	At1g15470	MEM	-0.7700	0.04068	SOL log2fc=-0.160 adj_p=0.269
Q9XI36	MBD10	SOL	0.0700	0.2422	MEM log2fc=-0.450 adj_p=0.339
Q9XI55	At1g15140	SOL	-0.2900	0.02862	MEM log2fc=0.180 adj_p=0.0527
Q9XI82	F7A19.14	SOL	0.3400	0.2572	MEM log2fc=0.160 adj_p=0.262
Q9XI84	LSMT-L	MEM	-0.2100	0.09715	SOL log2fc=-0.190 adj_p=0.327
Q9XI87	VH1-interacting	SOL	-0.1200	0.1379	MEM log2fc=-0.200 adj_p=0.202
Q9XI93	At1g13930	MEM	1.0200	0.03337	SOL log2fc=0.550 adj_p=0.453
Q9XIA9	LACS2	MEM	0.2100	0.09388	SOL log2fc=-0.160 adj_p=0.0984
Q9XIE2	ABCG36	SOL	-0.9200	0.07489	MEM log2fc=-0.250 adj_p=0.111
Q9XIF8	GSTU16	SOL	0.3800	0.08891	MEM log2fc=-0.150 adj_p=0.523
Q9XIP8	CDI	SOL	-0.3100	0.09986	MEM log2fc=-0.020 adj_p=0.494
Q9XJ27	RPS9	MEM	0.9200	0.004436	SOL log2fc=-0.020 adj_p=0.597
Q9XJ35	CLPR1	MEM	0.1100	0.6495	SOL log2fc=0.030 adj_p=0.925
Q9XQC7	grpE	MEM	0.4800	0.1677	SOL log2fc=-0.080 adj_p=0.257
Q9ZNT0	SKD1	MEM	-0.3300	0.0941	SOL log2fc=0.030 adj_p=0.645
Q9ZNZ7	GLU1	SOL	0.0500	0.3857	MEM log2fc=0.050 adj_p=0.591
Q9ZP05	PMDH2	SOL	-0.2100	0.08487	MEM log2fc=0.120 adj_p=0.547
Q9ZP06	At1g53240	SOL	0.1900	0.1046	MEM log2fc=0.000 adj_p=0.86
Q9ZPF5	ARGAH2	SOL	-0.1000	0.2816	MEM log2fc=-0.130 adj_p=0.89
Q9ZPH2	GRXS17	MEM	0.1800	0.2268	SOL log2fc=-0.150 adj_p=0.246
Q9ZPI1	At3g11710	MEM	0.4800	0.03758	SOL log2fc=-0.030 adj_p=0.38
Q9ZPI5	MFP2	MEM	0.3000	0.00517	SOL log2fc=0.230 adj_p=0.156
Q9ZPI6	AIM1	MEM	0.2600	0.1536	SOL log2fc=0.000 adj_p=0.428
Q9ZPY7	CAS	MEM	-0.4300	0.009761	SOL log2fc=-0.620 adj_p=0.106
